Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
47,VAFB,Zuma,C,LEO,"<a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>","Success
",,Success,8 January 2018,01:27
48,CCAFS,GovSat-1,"4,230 kg",GTO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,Success,31 January 2018,01:00
49,CCAFS,Paz,"2,150 kg",SSO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,Success,22 February 2018,21:25
50,VAFB,Hispasat 30W-6,"6,092 kg",GTO,"<a href=""/wiki/Thales_Alenia_Space"" title=""Thales Alenia Space"">Thales-Alenia</a>","Success
",,No attempt,6 March 2018,14:17
51,CCAFS,Iridium NEXT,"9,600 kg",Polar,"<a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>","Success
",,Success,30 March 2018,05:33
52,VAFB,SpaceX CRS-14,"2,647 kg",LEO,"<a class=""mw-redirect"" href=""/wiki/SES_S.A."" title=""SES S.A."">SES</a>","Success
",,Success,2 April 2018,14:14
53,CCAFS,Transiting Exoplanet Survey Satellite,362 kg,HEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,Success,18 April 2018,20:30
54,CCAFS,Bangabandhu-1,"3,600 kg",GTO,"<a href=""/wiki/Telesat"" title=""Telesat"">Telesat</a>","Success
",,Success,11 May 2018,22:51
55,KSC,Iridium NEXT,"6,460 kg",Polar,"<a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>","Success
",,Success,22 May 2018,20:14
56,VAFB,SES-12,"5,384 kg",GTO,"<a href=""/wiki/Telkom_Indonesia"" title=""Telkom Indonesia"">Telkom Indonesia</a>","Success
",,Success,4 June 2018,19:47
57,CCAFS,SpaceX CRS-15,"2,697 kg",LEO,"<a href=""/wiki/Telesat"" title=""Telesat"">Telesat</a>","Success
",,Success,29 June 2018,04:45
58,CCAFS,Telstar 19V,"7,075 kg",GTO,"<a class=""mw-redirect"" href=""/wiki/Comisi%C3%B3n_Nacional_de_Actividades_Espaciales"" title=""Comisión Nacional de Actividades Espaciales"">CONAE</a>",Success,,Controlled,22 July 2018,09:42
59,CCAFS,Iridium NEXT,"9,600 kg",Polar,"<a href=""/wiki/Es%27hailSat"" title=""Es'hailSat"">Es'hailSat</a>",Success,,Success,25 July 2018,05:50
60,VAFB,Merah Putih,"5,800 kg",GTO,"<a href=""/wiki/Spaceflight_Industries"" title=""Spaceflight Industries"">Spaceflight Industries</a>",Success,,Controlled,7 August 2018,11:39
61,CCAFS,Telstar 18V,"7,060 kg",GTO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",Success,,No attempt,10 September 2018,05:18
62,CCAFS,SAOCOM 1A,"3,000 kg",SSO,"<a href=""/wiki/United_States_Air_Force"" title=""United States Air Force"">USAF</a>",Success,,No attempt,8 October 2018,04:45
63,VAFB,Es'hail 2,"5,300 kg",GTO,"<a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>",Success,,No attempt,15 November 2018,02:22
64,KSC,SSO-A,"~4,000 kg",SSO,"<a href=""/wiki/PT_Pasifik_Satelit_Nusantara"" title=""PT Pasifik Satelit Nusantara"">PSN</a>",Success,,No attempt,3 December 2018,20:46
65,VAFB,SpaceX CRS-16,"2,500 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",Success,,Success,5 December 2018,18:34:05
66,CCAFS,GPS III,"4,400 kg",MEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",Success,,Success,23 December 2018,18:16
67,CCAFS,Iridium NEXT,"9,600 kg",Polar,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>",Success,,No attempt,11 January 2019,13:51
68,VAFB,Nusantara Satu,"4,850 kg",GTO,"<a href=""/wiki/Canadian_Space_Agency"" title=""Canadian Space Agency"">Canadian Space Agency</a>",Success,,No attempt,22 February 2019,15:31
69,CCAFS,Crew Dragon Demo-1,"12,055 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",Success,,No attempt,2 March 2019,01:45
70,KSC,SpaceX CRS-17,"2,495 kg",LEO,"<a href=""/wiki/Spacecom"" title=""Spacecom"">Spacecom</a>",Success,,Success,4 May 2019,07:49
71,CCAFS,Starlink,"13,620 kg",LEO,"<a href=""/wiki/Spacecom"" title=""Spacecom"">SpaceX</a>",Success,,Success,24 May 2019,06:48
72,CCAFS,RADARSAT Constellation,"4,200 kg",SSO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",Success,,Success,12 June 2019,02:30
73,VAFB,SpaceX CRS-18,"2,268 kg",LEO,"<a class=""mw-redirect"" href=""/wiki/SKY_Perfect_JSAT_Group"" title=""SKY Perfect JSAT Group"">Sky Perfect JSAT</a>",Success,,Success,25 July 2019,14:17
74,CCAFS,AMOS-17,"6,500 kg",GTO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>",Success,,Success,6 August 2019,22:01
75,CCAFS,Starlink,"15,600 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",Success,,Success,11 November 2019,23:23
76,CCAFS,SpaceX CRS-19,"2,617 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>",Success,,Success,5 December 2019,14:56
77,CCAFS,JCSat-18,"6,956 kg",GTO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Failure,17 December 2019,17:29
78,CCAFS,Starlink,"15,600 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",Success,,No attempt,7 January 2020,00:10
79,CCAFS,Crew Dragon in-flight abort test,"12,050 kg",Sub-orbital,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,19 January 2020,02:19:21
80,KSC,Starlink,"15,600 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,29 January 2020,15:30
81,CCAFS,Starlink,"15,600 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,Success,17 February 2020,14:07
82,CCAFS,SpaceX CRS-20,"1,977 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,7 March 2020,15:05
83,CCAFS,Starlink,"15,600 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,18 March 2020,04:50
84,KSC,Starlink,"15,600 kg",LEO,"<a href=""/wiki/United_States_Space_Force"" title=""United States Space Force"">U.S. Space Force</a>","Success
",,Success,22 April 2020,12:16
85,KSC,Crew Dragon Demo-2,"12,530 kg",LEO,"<a href=""/wiki/Republic_of_Korea_Army"" title=""Republic of Korea Army"">Republic of Korea Army</a>","Success
",,Success,30 May 2020,19:30
86,KSC,Starlink,"15,600 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,No attempt,4 June 2020,19:22
87,CCAFS,Starlink,"15,410 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,13 June 2020,01:25
88,CCAFS,GPS III,"4,311 kg",MEO,"<a class=""mw-redirect"" href=""/wiki/CONAE"" title=""CONAE"">CONAE</a>","Success
",,Success,30 June 2020,09:21
89,CCAFS,ANASIS-II,"5,000–6,000 kg",GTO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,20 July 2020,20:10:46
90,CCAFS,Starlink,"14,932 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,7 August 2020,21:30
91,KSC,Starlink,"~15,440 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,"No attempt
",18 August 2020,05:12
92,CCAFS,SAOCOM 1B,"3,130 kg",SSO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,30 August 2020,14:31
93,CCAFS,Starlink,"15,600 kg",LEO,"<a href=""/wiki/United_States_Space_Force"" title=""United States Space Force"">USSF</a>","Success
",,Failure,3 September 2020,23:18
94,KSC,Starlink,"15,600 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,Success,6 October 2020,12:46:14
95,KSC,Starlink,"15,600 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,Failure,18 October 2020,11:29:34
96,KSC,Starlink,"15,600 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,24 October 2020,12:25:57
97,CCAFS,GPS III,"4,311 kg",MEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,Success,5 November 2020,15:31:34
98,CCAFS,Crew-1,"~12,500 kg",LEO,"<a href=""/wiki/Sirius_XM"" title=""Sirius XM"">Sirius XM</a>","Success
",,Success,16 November 2020,23:24:23
99,KSC,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,"<a href=""/wiki/National_Reconnaissance_Office"" title=""National Reconnaissance Office"">NRO</a>","Success
",,Success,21 November 2020,00:27
100,VAFB,Starlink,"15,600 kg",LEO,"<a href=""/wiki/T%C3%BCrksat_(company)"" title=""Türksat (company)"">Türksat</a>","Success
",,Success,25 November 2020,17:17:08
101,CCAFS,SpaceX CRS-21,"2,972 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,6 December 2020,02:13
102,KSC,SXM-7,"7,000 kg",GTO,,"Success
",,Success,13 December 2020,16:17:08
103,CCSFS,NROL-108,C,LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,19 December 2020,17:30:00
104,KSC,Türksat 5A,"3,500 kg",GTO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,8 January 2021,14:00:00
105,CCSFS,Starlink,"15,600 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,20 January 2021,02:15
106,KSC,Transporter-1,"~5,000 kg",SSO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,24 January 2021,13:02
1,CCSFS,Dragon Spacecraft Qualification Unit,0,LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,4 June 2010,15:00
2,CCAFS,Dragon,0,LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,4 June 2010,18:45
3,CCAFS,Dragon,525 kg,LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,8 December 2010,15:43
4,CCAFS,SpaceX CRS-1,"4,700 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,Success,22 May 2012,07:44
5,CCAFS,SpaceX CRS-2,"4,877 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,8 October 2012,00:35
6,CCAFS,CASSIOPE,500 kg,Polar orbit,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,1 March 2013,15:10
7,VAFB,SES-8,"3,170 kg",GTO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,29 September 2013,16:00
8,CCAFS,Thaicom 6,"3,325 kg",GTO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,3 December 2013,22:41
9,CCAFS,SpaceX CRS-3,"2,296 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,Success,6 January 2014,22:06
10,Cape Canaveral,Orbcomm-OG2,"1,316 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,Success,18 April 2014,19:25
11,Cape Canaveral,AsiaSat 8,"4,535 kg",GTO,"<a href=""/wiki/Sirius_XM"" title=""Sirius XM"">Sirius XM</a>","Success
",,Success,14 July 2014,15:15
12,Cape Canaveral,AsiaSat 6,"4,428 kg",GTO,SpaceX,"Success
",,Success,5 August 2014,08:00
13,Cape Canaveral,SpaceX CRS-4,"2,216 kg",LEO,NASA,Success,,Success,7 September 2014,05:00
14,Cape Canaveral,SpaceX CRS-5,"2,395 kg",LEO,NASA,Success,,Failure,21 September 2014,05:52
15,Cape Canaveral,DSCOVR,570 kg,HEO,NASA,"Success
",,Success,10 January 2015,09:47
16,Cape Canaveral,ABS-3A,"4,159 kg",GTO,NASA,"Success
",,Success,11 February 2015,23:03
17,Cape Canaveral,SpaceX CRS-6,"1,898 kg",LEO,MDA,Success,,Success,2 March 2015,03:50
18,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",GTO,SES,Success,,Success,14 April 2015,20:10
19,Cape Canaveral,SpaceX CRS-7,"1,952 kg",LEO,Thaicom,Success,,Success,27 April 2015,23:03
20,Cape Canaveral,Orbcomm-OG2,"2,034 kg",LEO,NASA,"Success
",,Success,28 June 2015,14:21
21,Cape Canaveral,Jason-3,553 kg,LEO,Orbcomm,Success,,Success,22 December 2015,01:29
22,VAFB,SES-9,"5,271 kg",GTO,AsiaSat,Success,,Success,17 January 2016,18:42
23,Cape Canaveral,SpaceX CRS-8,"3,136 kg",LEO,AsiaSat,Success,,Success,4 March 2016,23:35
24,Cape Canaveral,JCSAT-14,"4,696 kg",GTO,NASA,Success,,Success,8 April 2016,20:43
25,Cape Canaveral,Thaicom 8,"3,100 kg",GTO,NASA,Success,,Success,6 May 2016,05:21
26,Cape Canaveral,ABS-2A,"3,600 kg",GTO,USAF,"Success
",,Success,27 May 2016,21:39
27,Cape Canaveral,SpaceX CRS-9,"2,257 kg",LEO,ABS,"Success
",,Success,15 June 2016,14:29
28,Cape Canaveral,JCSAT-16,"4,600 kg",GTO,NASA,"Success
",,,18 July 2016,04:45
29,Cape Canaveral,Iridium NEXT,"9,600 kg",Polar,,"Success
",,,14 August 2016,05:26
30,VAFB,SpaceX CRS-10,"2,490 kg",LEO,NASA,Failure,,,14 January 2017,17:54
31,KSC,EchoStar 23,"5,600 kg",GTO,Orbcomm,"Success
",,,19 February 2017,14:39
32,KSC,SES-10,"5,300 kg",GTO,NASA,"Success
",,,16 March 2017,06:00
33,KSC,NROL-76,C,LEO,SES,"Success
",,,30 March 2017,22:27
34,KSC,Inmarsat-5 F4,"6,070 kg",GTO,NASA,Success,,,1 May 2017,11:15
35,KSC,SpaceX CRS-11,"2,708 kg",LEO,SKY Perfect JSAT Group,"Success
",,,15 May 2017,23:21
36,KSC,BulgariaSat-1,"3,669 kg",GTO,Thaicom,"Success
",,,3 June 2017,21:07
37,KSC,Iridium NEXT,"9,600 kg",LEO,ABS,"Success
",,,23 June 2017,19:10
38,VAFB,Intelsat 35e,"6,761 kg",GTO,NASA,"Success
",,,25 June 2017,20:25
39,KSC,SpaceX CRS-12,"3,310 kg",LEO,SKY Perfect JSAT Group,"Success
",,,5 July 2017,23:38
40,KSC,Formosat-5,475 kg,SSO,Iridium Communications,"Success
",,,14 August 2017,16:31
41,VAFB,Boeing X-37B,"4,990 kg",LEO,NASA,"Success
",,,24 August 2017,18:51
42,KSC,Iridium NEXT,"9,600 kg",Polar,EchoStar,"Success
",,,7 September 2017,14:00
43,VAFB,SES-11,"5,200 kg",GTO,SES,Success,,,9 October 2017,12:37
44,KSC,Koreasat 5A,"3,500 kg",GTO,NRO,"Success
",,,11 October 2017,22:53:00
45,KSC,SpaceX CRS-13,"2,205 kg",LEO,Inmarsat,"Success
",,,30 October 2017,19:34
46,Cape Canaveral,Iridium NEXT,"9,600 kg",Polar,NASA,"Success
",,,15 December 2017,15:36
47,VAFB,Zuma,C,LEO,Bulsatcom,"Success
",,,23 December 2017,01:27
48,CCAFS,GovSat-1,"4,230 kg",GTO,Iridium Communications,"Success
",,,8 January 2018,01:00
49,CCAFS,Paz,"2,150 kg",SSO,Intelsat,"Success
",,,31 January 2018,21:25
50,VAFB,Hispasat 30W-6,"6,092 kg",GTO,NASA,"Success
",,,22 February 2018,14:17
51,CCAFS,Iridium NEXT,"9,600 kg",Polar,NSPO,"Success
",,,6 March 2018,05:33
52,VAFB,SpaceX CRS-14,"2,647 kg",LEO,USAF,"Success
",,,30 March 2018,14:14
53,CCAFS,Transiting Exoplanet Survey Satellite,362 kg,HEO,Iridium Communications,"Success
",,,2 April 2018,20:30
54,CCAFS,Bangabandhu-1,"3,600 kg",GTO,SES S.A.,"Success
",,,18 April 2018,22:51
55,KSC,Iridium NEXT,"6,460 kg",Polar,KT Corporation,"Success
",,,11 May 2018,20:14
56,VAFB,SES-12,"5,384 kg",GTO,NASA,"Success
",,,22 May 2018,19:47
57,CCAFS,SpaceX CRS-15,"2,697 kg",LEO,Iridium Communications,Success,,,4 June 2018,04:45
58,CCAFS,Telstar 19V,"7,075 kg",GTO,Northrop Grumman,Success,,,29 June 2018,09:42
59,CCAFS,Iridium NEXT,"9,600 kg",Polar,SES,Success,,,22 July 2018,05:50
60,VAFB,Merah Putih,"5,800 kg",GTO,Hisdesat,Success,,,25 July 2018,11:39
61,CCAFS,Telstar 18V,"7,060 kg",GTO,Hispasat,Success,,,7 August 2018,05:18
62,CCAFS,SAOCOM 1A,"3,000 kg",SSO,Iridium Communications,Success,,,10 September 2018,04:45
63,VAFB,Es'hail 2,"5,300 kg",GTO,NASA,Success,,,8 October 2018,02:22
64,KSC,SSO-A,"~4,000 kg",SSO,NASA,Success,,,15 November 2018,20:46
65,VAFB,SpaceX CRS-16,"2,500 kg",LEO,Thales-Alenia,Success,,,3 December 2018,18:34:05
66,CCAFS,GPS III,"4,400 kg",MEO,Iridium Communications,Success,,,5 December 2018,18:16
67,CCAFS,Iridium NEXT,"9,600 kg",Polar,SES,Success,,,23 December 2018,13:51
68,VAFB,Nusantara Satu,"4,850 kg",GTO,NASA,Success,,,11 January 2019,15:31
69,CCAFS,Crew Dragon Demo-1,"12,055 kg",LEO,Telesat,Success,,,22 February 2019,01:45
70,KSC,SpaceX CRS-17,"2,495 kg",LEO,Iridium Communications,Success,,,2 March 2019,07:49
71,CCAFS,Starlink,"13,620 kg",LEO,Telkom Indonesia,Success,,,4 May 2019,06:48
72,CCAFS,RADARSAT Constellation,"4,200 kg",SSO,Telesat,Success,,,24 May 2019,02:30
73,VAFB,SpaceX CRS-18,"2,268 kg",LEO,CONAE,Success,,,12 June 2019,14:17
74,CCAFS,AMOS-17,"6,500 kg",GTO,Es'hailSat,Success,,,25 July 2019,22:01
75,CCAFS,Starlink,"15,600 kg",LEO,Spaceflight Industries,Success,,,6 August 2019,23:23
76,CCAFS,SpaceX CRS-19,"2,617 kg",LEO,NASA,"Success
",,,11 November 2019,14:56
77,CCAFS,JCSat-18,"6,956 kg",GTO,USAF,Success,,,5 December 2019,17:29
78,CCAFS,Starlink,"15,600 kg",LEO,Iridium Communications,"Success
",,,17 December 2019,00:10
79,CCAFS,Crew Dragon in-flight abort test,"12,050 kg",Sub-orbital,PSN,"Success
",,,7 January 2020,02:19:21
80,KSC,Starlink,"15,600 kg",LEO,NASA,"Success
",,,19 January 2020,15:30
81,CCAFS,Starlink,"15,600 kg",LEO,NASA,"Success
",,,29 January 2020,14:07
82,CCAFS,SpaceX CRS-20,"1,977 kg",LEO,SpaceX,"Success
",,,17 February 2020,15:05
83,CCAFS,Starlink,"15,600 kg",LEO,Canadian Space Agency,"Success
",,,7 March 2020,04:50
84,KSC,Starlink,"15,600 kg",LEO,NASA,"Success
",,,18 March 2020,12:16
85,KSC,Crew Dragon Demo-2,"12,530 kg",LEO,Spacecom,"Success
",,,22 April 2020,19:30
86,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,,30 May 2020,19:22
87,CCAFS,Starlink,"15,410 kg",LEO,NASA,"Success
",,,4 June 2020,01:25
88,CCAFS,GPS III,"4,311 kg",MEO,Sky Perfect JSAT,"Success
",,,13 June 2020,09:21
89,CCAFS,ANASIS-II,"5,000–6,000 kg",GTO,SpaceX,"Success
",,,30 June 2020,20:10:46
90,CCAFS,Starlink,"14,932 kg",LEO,NASA,"Success
",,,20 July 2020,21:30
91,KSC,Starlink,"~15,440 kg",LEO,SpaceX,"Success
",,,7 August 2020,05:12
92,CCAFS,SAOCOM 1B,"3,130 kg",SSO,SpaceX,"Success
",,,18 August 2020,14:31
93,CCAFS,Starlink,"15,600 kg",LEO,NASA,"Success
",,,30 August 2020,23:18
94,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,,3 September 2020,12:46:14
95,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,,6 October 2020,11:29:34
96,KSC,Starlink,"15,600 kg",LEO,NASA,"Success
",,,18 October 2020,12:25:57
97,CCAFS,GPS III,"4,311 kg",MEO,SpaceX,"Success
",,,24 October 2020,15:31:34
98,CCAFS,Crew-1,"~12,500 kg",LEO,SpaceX,"Success
",,,5 November 2020,23:24:23
99,KSC,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,U.S. Space Force,"Success
",,,16 November 2020,00:27
100,VAFB,Starlink,"15,600 kg",LEO,Republic of Korea Army,"Success
",,,21 November 2020,17:17:08
101,CCAFS,SpaceX CRS-21,"2,972 kg",LEO,SpaceX,"Success
",,,25 November 2020,02:13
102,KSC,SXM-7,"7,000 kg",GTO,SpaceX,"Success
",,,6 December 2020,16:17:08
103,CCSFS,NROL-108,C,LEO,CONAE,"Success
",,,13 December 2020,17:30:00
104,KSC,Türksat 5A,"3,500 kg",GTO,SpaceX,"Success
",,,19 December 2020,14:00:00
105,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,,8 January 2021,02:15
106,KSC,Transporter-1,"~5,000 kg",SSO,SpaceX,"Success
",,,20 January 2021,13:02
1,CCSFS,Dragon Spacecraft Qualification Unit,0,LEO,SpaceX,"Success
",,,24 January 2021,15:00
2,CCAFS,Dragon,0,LEO,USSF,"Success
",,,4 June 2010,18:45
3,CCAFS,Dragon,525 kg,LEO,NASA,"Success
",,,8 December 2010,15:43
4,CCAFS,SpaceX CRS-1,"4,700 kg",LEO,NASA,"Success
",,,22 May 2012,07:44
5,CCAFS,SpaceX CRS-2,"4,877 kg",LEO,SpaceX,"Success
",,,8 October 2012,00:35
6,CCAFS,CASSIOPE,500 kg,LEO,NASA,"Success
",,,1 March 2013,15:10
7,VAFB,SES-8,"3,170 kg",LEO,Sirius XM,"Success
",,,29 September 2013,16:00
8,CCAFS,Thaicom 6,"3,325 kg",LEO,NRO,"Success
",,,3 December 2013,22:41
9,CCAFS,SpaceX CRS-3,"2,296 kg",LEO,Türksat,"Success
",,,6 January 2014,22:06
10,Cape Canaveral,Orbcomm-OG2,"1,316 kg",LEO,SpaceX,"Success
",,,18 April 2014,19:25
11,Cape Canaveral,AsiaSat 8,"4,535 kg",LEO,SpaceX,"Success
",,,14 July 2014,15:15
12,Cape Canaveral,AsiaSat 6,"4,428 kg",LEO,NASA,Success,,,5 August 2014,08:00
13,Cape Canaveral,SpaceX CRS-4,"2,216 kg",LEO,NASA,Success,,,7 September 2014,05:00
14,Cape Canaveral,SpaceX CRS-5,"2,395 kg",LEO,NASA,"Success
",,,21 September 2014,05:52
15,Cape Canaveral,DSCOVR,570 kg,GTO,NASA,"Success
",,,10 January 2015,09:47
16,Cape Canaveral,ABS-3A,"4,159 kg",LEO,MDA,Success,,,11 February 2015,23:03
17,Cape Canaveral,SpaceX CRS-6,"1,898 kg",LEO,SES,Success,,,2 March 2015,03:50
18,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",LEO,Thaicom,Success,,,14 April 2015,20:10
19,Cape Canaveral,SpaceX CRS-7,"1,952 kg",LEO,NASA,"Success
",,,27 April 2015,23:03
20,Cape Canaveral,Orbcomm-OG2,"2,034 kg",LEO,Orbcomm,Success,,,28 June 2015,14:21
21,Cape Canaveral,Jason-3,553 kg,Polar orbit,AsiaSat,Success,,,22 December 2015,01:29
22,VAFB,SES-9,"5,271 kg",GTO,AsiaSat,Success,,,17 January 2016,18:42
23,Cape Canaveral,SpaceX CRS-8,"3,136 kg",GTO,NASA,Success,,,4 March 2016,23:35
24,Cape Canaveral,JCSAT-14,"4,696 kg",LEO,NASA,Success,,,8 April 2016,20:43
25,Cape Canaveral,Thaicom 8,"3,100 kg",LEO,USAF,"Success
",,,6 May 2016,05:21
26,Cape Canaveral,ABS-2A,"3,600 kg",GTO,ABS,"Success
",,,27 May 2016,21:39
27,Cape Canaveral,SpaceX CRS-9,"2,257 kg",GTO,NASA,"Success
",,,15 June 2016,14:29
28,Cape Canaveral,JCSAT-16,"4,600 kg",LEO,,"Success
",,,18 July 2016,04:45
29,Cape Canaveral,Iridium NEXT,"9,600 kg",LEO,NASA,Failure,,,14 August 2016,05:26
30,VAFB,SpaceX CRS-10,"2,490 kg",HEO,Orbcomm,"Success
",,,14 January 2017,17:54
31,KSC,EchoStar 23,"5,600 kg",GTO,NASA,"Success
",,,19 February 2017,14:39
32,KSC,SES-10,"5,300 kg",LEO,SES,"Success
",,,16 March 2017,06:00
33,KSC,NROL-76,C,GTO,NASA,Success,,,30 March 2017,22:27
34,KSC,Inmarsat-5 F4,"6,070 kg",LEO,SKY Perfect JSAT Group,"Success
",,,1 May 2017,11:15
35,KSC,SpaceX CRS-11,"2,708 kg",LEO,Thaicom,"Success
",,,15 May 2017,23:21
36,KSC,BulgariaSat-1,"3,669 kg",LEO,ABS,"Success
",,,3 June 2017,21:07
37,KSC,Iridium NEXT,"9,600 kg",GTO,NASA,"Success
",,,23 June 2017,19:10
38,VAFB,Intelsat 35e,"6,761 kg",LEO,SKY Perfect JSAT Group,"Success
",,,25 June 2017,20:25
39,KSC,SpaceX CRS-12,"3,310 kg",GTO,Iridium Communications,"Success
",,,5 July 2017,23:38
40,KSC,Formosat-5,475 kg,GTO,NASA,"Success
",,,14 August 2017,16:31
41,VAFB,Boeing X-37B,"4,990 kg",GTO,EchoStar,"Success
",,,24 August 2017,18:51
42,KSC,Iridium NEXT,"9,600 kg",LEO,SES,Success,,,7 September 2017,14:00
43,VAFB,SES-11,"5,200 kg",GTO,NRO,"Success
",,,9 October 2017,12:37
44,KSC,Koreasat 5A,"3,500 kg",Polar,Inmarsat,"Success
",,,11 October 2017,22:53:00
45,KSC,SpaceX CRS-13,"2,205 kg",LEO,NASA,"Success
",,,30 October 2017,19:34
46,Cape Canaveral,Iridium NEXT,"9,600 kg",GTO,Bulsatcom,"Success
",,,15 December 2017,15:36
47,VAFB,Zuma,C,GTO,Iridium Communications,"Success
",,,23 December 2017,01:27
48,CCAFS,GovSat-1,"4,230 kg",LEO,Intelsat,"Success
",,,8 January 2018,01:00
49,CCAFS,Paz,"2,150 kg",GTO,NASA,"Success
",,,31 January 2018,21:25
50,VAFB,Hispasat 30W-6,"6,092 kg",LEO,NSPO,"Success
",,,22 February 2018,14:17
51,CCAFS,Iridium NEXT,"9,600 kg",GTO,USAF,"Success
",,,6 March 2018,05:33
52,VAFB,SpaceX CRS-14,"2,647 kg",LEO,Iridium Communications,"Success
",,,30 March 2018,14:14
53,CCAFS,Transiting Exoplanet Survey Satellite,362 kg,GTO,SES S.A.,"Success
",,,2 April 2018,20:30
54,CCAFS,Bangabandhu-1,"3,600 kg",LEO,KT Corporation,"Success
",,,18 April 2018,22:51
55,KSC,Iridium NEXT,"6,460 kg",SSO,NASA,"Success
",,,11 May 2018,20:14
56,VAFB,SES-12,"5,384 kg",LEO,Iridium Communications,Success,,,22 May 2018,19:47
